review,sentiment
Would not recommend. engaging and thought provoking. to be honest the film had some interesting moments. in addition outstanding performance by the lead actor. honestly superb direction and writing. to be honest a joy to watch from start to finish.,1
a predictable and cliche story. the story was one of the worst films ever made. furthermore wooden performances from the entire cast. in addition the film had some interesting moments. in addition do not waste your time.,0
Saw this with family. do not waste your time. to be honest the script was badly written. the cast was some scenes were memorable. in addition painfully boring and slow paced. I felt that wooden performances from the entire cast.,0
incredibly well paced and entertaining. and also kept me on the edge of my seat.,1
Watched it last night. the plot twists were spectacular. the cast was the acting was phenomenal throughout.,0
Saw this with family. kept me on the edge of my seat. the story was a must watch for everyone.,1
emotionally powerful and moving. I felt that superb direction and writing.,1
fell apart completely in the third act. in addition two hours I will never get back. I felt that do not waste your time. and also a soulless cash grab movie. honestly some scenes were memorable.,0
the director tried something different. I felt that beautifully crafted story. and also engaging and thought provoking. the cast was deeply moving and memorable experience.,1
painfully boring and slow paced. to be honest the dialogue was awful. to be honest incredibly frustrating and unsatisfying. I felt that some scenes were memorable. honestly fell apart completely in the third act.,0
a triumph of storytelling. I felt that one of the best films I have seen. I felt that deeply moving and memorable experience.,1
Saw this with family. deeply disappointing film. in addition I nearly fell asleep watching it. and also two hours I will never get back. the story was a predictable and cliche story.,0
